timestamp,operator_id,operator_name,zone,shift,picks_completed,picks_errors,distance_m,items_scanned,stock_accuracy,orders_processed,order_status,dock_id,reception_pallets,dispatch_pallets
2026-04-14 18:00:00,OP010,Sarah Laurent,E,Afternoon,58,1,726.6,116,99.09,5,Completed,DOCK-2,1,11
2026-04-14 18:00:00,OP004,Chloe Thomas,D,Afternoon,46,0,580.4,92,98.49,5,Delayed,DOCK-4,8,9
2026-04-14 18:00:00,OP015,Tom Roux,E,Afternoon,52,0,684.4,52,99.06,3,Completed,DOCK-7,9,7
2026-04-14 18:00:00,OP014,Ines Leroy,D,Afternoon,49,1,537.6,98,97.17,3,Completed,DOCK-6,5,5
2026-04-14 18:00:00,OP006,Manon Richard,A,Afternoon,46,1,564.9,46,97.09,3,Completed,DOCK-6,6,11
2026-04-14 18:00:00,OP009,Jules Moreau,D,Afternoon,42,1,517.4,126,97.94,3,Completed,DOCK-1,3,7
2026-04-14 18:00:00,OP005,Louis Robert,E,Afternoon,57,0,658.4,171,99.64,2,Completed,DOCK-5,4,7
2026-04-14 18:00:00,OP016,Jade Fournier,A,Afternoon,57,1,678.0,114,97.85,7,Completed,DOCK-8,8,6
2026-04-14 18:00:00,OP013,Raphael Lefebvre,C,Afternoon,55,0,639.2,165,97.54,4,Completed,DOCK-5,9,0
2026-04-14 18:00:00,OP007,Nathan Petit,B,Afternoon,48,0,585.5,48,98.22,2,Completed,DOCK-7,0,4
2026-04-14 18:00:00,OP008,Lea Durand,C,Afternoon,45,0,579.5,45,97.34,6,Completed,DOCK-8,6,10
2026-04-14 19:00:00,OP003,Hugo Dubois,C,Afternoon,48,0,451.4,48,97.48,1,Completed,DOCK-3,2,2
2026-04-14 19:00:00,OP016,Jade Fournier,A,Afternoon,56,0,504.3,112,96.73,6,Completed,DOCK-8,10,4
2026-04-14 19:00:00,OP008,Lea Durand,C,Afternoon,53,0,716.4,106,99.3,5,Completed,DOCK-8,10,9
2026-04-14 19:00:00,OP002,Emma Bernard,B,Afternoon,59,0,714.2,177,95.79,8,Completed,DOCK-2,1,9
2026-04-14 19:00:00,OP004,Chloe Thomas,D,Afternoon,56,0,589.9,168,98.99,3,Completed,DOCK-4,6,0
2026-04-14 19:00:00,OP019,Noah Lambert,D,Afternoon,51,1,627.4,153,99.07,8,Completed,DOCK-3,11,7
2026-04-14 19:00:00,OP014,Ines Leroy,D,Afternoon,48,2,691.6,96,98.04,4,Completed,DOCK-6,11,5
2026-04-14 19:00:00,OP006,Manon Richard,A,Afternoon,48,0,629.4,144,97.69,6,Completed,DOCK-6,10,11
2026-04-14 20:00:00,OP005,Louis Robert,E,Afternoon,52,1,686.6,104,98.58,7,Completed,DOCK-5,5,3
2026-04-14 20:00:00,OP020,Mila Faure,E,Afternoon,40,1,547.7,120,98.25,1,Completed,DOCK-4,8,2
2026-04-14 20:00:00,OP010,Sarah Laurent,E,Afternoon,53,0,665.9,159,98.62,7,Completed,DOCK-2,5,4
2026-04-14 20:00:00,OP001,Lucas Martin,A,Afternoon,42,2,404.3,126,98.02,5,Completed,DOCK-1,1,2
2026-04-14 20:00:00,OP019,Noah Lambert,D,Afternoon,43,0,466.7,129,97.69,2,Completed,DOCK-3,4,2
2026-04-14 20:00:00,OP007,Nathan Petit,B,Afternoon,55,0,676.9,165,98.06,6,Delayed,DOCK-7,4,3
2026-04-14 20:00:00,OP017,Liam Girard,B,Afternoon,41,0,425.4,41,96.94,1,Completed,DOCK-1,0,5
2026-04-14 20:00:00,OP012,Camille Michel,B,Afternoon,40,1,496.8,80,97.03,2,Completed,DOCK-4,0,3
2026-04-14 20:00:00,OP006,Manon Richard,A,Afternoon,48,0,528.0,48,97.75,2,Completed,DOCK-6,3,5
2026-04-14 20:00:00,OP004,Chloe Thomas,D,Afternoon,47,0,619.6,94,98.32,4,Completed,DOCK-4,10,2
2026-04-14 20:00:00,OP015,Tom Roux,E,Afternoon,49,0,625.7,147,98.45,1,Delayed,DOCK-7,1,0
2026-04-14 20:00:00,OP011,Adam Simon,A,Afternoon,52,0,476.5,156,98.72,3,Completed,DOCK-3,7,6
2026-04-14 20:00:00,OP018,Lina Bonnet,C,Afternoon,56,1,763.4,112,98.33,9,Completed,DOCK-2,7,3
2026-04-14 20:00:00,OP003,Hugo Dubois,C,Afternoon,50,0,528.9,100,97.4,6,Completed,DOCK-3,0,8
2026-04-14 20:00:00,OP002,Emma Bernard,B,Afternoon,53,0,461.9,159,96.36,1,Completed,DOCK-2,6,0
2026-04-14 21:00:00,OP017,Liam Girard,B,Afternoon,40,0,389.1,120,99.23,1,Cancelled,DOCK-1,11,4
2026-04-14 21:00:00,OP019,Noah Lambert,D,Afternoon,45,0,462.1,45,98.31,1,Completed,DOCK-3,1,2
2026-04-14 21:00:00,OP006,Manon Richard,A,Afternoon,50,0,608.2,50,98.04,7,Completed,DOCK-6,6,4
2026-04-14 21:00:00,OP010,Sarah Laurent,E,Afternoon,50,0,691.9,100,97.92,4,Completed,DOCK-2,11,10
2026-04-14 21:00:00,OP020,Mila Faure,E,Afternoon,40,0,516.0,80,97.7,5,Delayed,DOCK-4,10,8
2026-04-14 21:00:00,OP015,Tom Roux,E,Afternoon,50,1,658.2,50,98.27,4,Completed,DOCK-7,2,11
2026-04-14 21:00:00,OP008,Lea Durand,C,Afternoon,57,2,619.5,114,99.9,6,Completed,DOCK-8,3,9
2026-04-14 21:00:00,OP016,Jade Fournier,A,Afternoon,49,1,681.6,49,98.84,3,Completed,DOCK-8,2,6
2026-04-14 21:00:00,OP013,Raphael Lefebvre,C,Afternoon,40,1,488.0,80,97.83,2,Completed,DOCK-5,6,6
2026-04-14 21:00:00,OP002,Emma Bernard,B,Afternoon,53,0,579.2,159,98.24,5,Completed,DOCK-2,2,10
2026-04-14 21:00:00,OP012,Camille Michel,B,Afternoon,40,0,448.0,40,98.39,4,Completed,DOCK-4,2,3
2026-04-14 21:00:00,OP001,Lucas Martin,A,Afternoon,40,0,402.3,40,96.79,3,Completed,DOCK-1,0,1
2026-04-14 21:00:00,OP004,Chloe Thomas,D,Afternoon,56,1,590.1,56,98.93,4,Completed,DOCK-4,11,2
2026-04-14 22:00:00,OP007,Nathan Petit,B,Night,37,0,461.0,37,97.19,3,Completed,DOCK-7,11,10
2026-04-14 22:00:00,OP015,Tom Roux,E,Night,44,0,534.5,44,98.63,6,Delayed,DOCK-7,5,8
2026-04-14 22:00:00,OP003,Hugo Dubois,C,Night,31,0,411.3,62,99.63,4,Completed,DOCK-3,9,0
2026-04-14 22:00:00,OP018,Lina Bonnet,C,Night,35,0,310.5,70,98.35,2,Delayed,DOCK-2,5,7
2026-04-14 22:00:00,OP011,Adam Simon,A,Night,38,1,439.0,76,98.02,3,Completed,DOCK-3,3,1
2026-04-14 22:00:00,OP020,Mila Faure,E,Night,34,1,422.7,102,97.98,2,Delayed,DOCK-4,7,9
2026-04-14 22:00:00,OP012,Camille Michel,B,Night,26,0,263.9,26,97.33,3,Completed,DOCK-4,6,8
2026-04-14 22:00:00,OP017,Liam Girard,B,Night,37,0,512.6,111,98.24,4,Completed,DOCK-1,8,4
2026-04-14 23:00:00,OP008,Lea Durand,C,Night,37,3,536.4,111,97.95,3,Completed,DOCK-8,2,5
2026-04-14 23:00:00,OP006,Manon Richard,A,Night,36,0,423.6,108,97.84,6,Completed,DOCK-6,5,2
2026-04-14 23:00:00,OP017,Liam Girard,B,Night,45,0,447.4,135,97.88,3,Completed,DOCK-1,7,9
2026-04-14 23:00:00,OP010,Sarah Laurent,E,Night,46,0,393.1,46,98.6,3,Completed,DOCK-2,4,5
2026-04-14 23:00:00,OP015,Tom Roux,E,Night,45,1,477.9,45,97.32,7,Delayed,DOCK-7,9,10
2026-04-14 23:00:00,OP005,Louis Robert,E,Night,38,1,474.3,76,96.85,2,Completed,DOCK-5,1,3
2026-04-14 23:00:00,OP020,Mila Faure,E,Night,27,0,298.0,81,99.9,2,Completed,DOCK-4,7,9
2026-04-14 23:00:00,OP004,Chloe Thomas,D,Night,46,0,439.7,46,99.22,4,Completed,DOCK-4,2,2
2026-04-14 23:00:00,OP003,Hugo Dubois,C,Night,34,1,391.9,102,97.84,2,Completed,DOCK-3,7,9
2026-04-14 23:00:00,OP012,Camille Michel,B,Night,35,1,311.4,35,97.59,3,Delayed,DOCK-4,1,5
2026-04-14 23:00:00,OP007,Nathan Petit,B,Night,49,1,473.0,147,97.37,7,Completed,DOCK-7,11,7
2026-04-14 23:00:00,OP001,Lucas Martin,A,Night,25,0,275.3,25,96.32,2,Completed,DOCK-1,9,1
2026-04-14 23:00:00,OP009,Jules Moreau,D,Night,31,0,416.6,62,97.48,4,Completed,DOCK-1,2,6
2026-04-14 23:00:00,OP019,Noah Lambert,D,Night,35,0,311.7,35,98.36,1,Completed,DOCK-3,10,9
2026-04-15 00:00:00,OP014,Ines Leroy,D,Night,37,0,524.4,111,98.14,1,Completed,DOCK-6,4,11
2026-04-15 00:00:00,OP003,Hugo Dubois,C,Night,30,0,264.9,60,98.08,4,Completed,DOCK-3,4,0
2026-04-15 00:00:00,OP008,Lea Durand,C,Night,25,0,340.4,25,97.96,3,Completed,DOCK-8,0,3
2026-04-15 00:00:00,OP012,Camille Michel,B,Night,27,0,360.1,81,96.7,3,Completed,DOCK-4,2,9
2026-04-15 00:00:00,OP017,Liam Girard,B,Night,33,0,318.8,66,99.0,4,Completed,DOCK-1,4,11
2026-04-15 00:00:00,OP015,Tom Roux,E,Night,33,0,345.7,33,99.61,3,Completed,DOCK-7,5,0
2026-04-15 00:00:00,OP013,Raphael Lefebvre,C,Night,47,0,603.4,94,98.24,4,Delayed,DOCK-5,2,7
2026-04-15 00:00:00,OP004,Chloe Thomas,D,Night,42,0,499.4,42,98.05,7,Delayed,DOCK-4,3,6
2026-04-15 00:00:00,OP020,Mila Faure,E,Night,25,1,284.8,50,97.48,3,Completed,DOCK-4,1,1
2026-04-15 00:00:00,OP001,Lucas Martin,A,Night,34,1,347.0,102,99.07,1,Completed,DOCK-1,3,6
2026-04-15 00:00:00,OP007,Nathan Petit,B,Night,47,0,588.0,94,98.3,2,Completed,DOCK-7,11,2
2026-04-15 00:00:00,OP006,Manon Richard,A,Night,32,0,338.1,32,98.46,3,Completed,DOCK-6,1,11
2026-04-15 00:00:00,OP009,Jules Moreau,D,Night,30,0,332.6,90,98.03,3,Completed,DOCK-1,6,3
2026-04-15 00:00:00,OP005,Louis Robert,E,Night,39,0,505.5,117,96.34,2,Completed,DOCK-5,11,3
2026-04-15 01:00:00,OP011,Adam Simon,A,Night,36,0,441.2,72,98.33,5,Completed,DOCK-3,4,5
2026-04-15 01:00:00,OP006,Manon Richard,A,Night,30,0,429.4,30,97.46,2,Delayed,DOCK-6,3,1
2026-04-15 01:00:00,OP012,Camille Michel,B,Night,37,1,421.7,74,97.47,2,Completed,DOCK-4,5,6
2026-04-15 01:00:00,OP001,Lucas Martin,A,Night,25,1,304.3,75,97.17,1,Cancelled,DOCK-1,9,2
2026-04-15 01:00:00,OP016,Jade Fournier,A,Night,36,1,517.1,36,97.82,1,Completed,DOCK-8,2,1
2026-04-15 01:00:00,OP002,Emma Bernard,B,Night,30,2,406.6,90,96.88,2,Completed,DOCK-2,11,10
2026-04-15 01:00:00,OP009,Jules Moreau,D,Night,36,0,472.5,36,97.99,4,Completed,DOCK-1,6,10
2026-04-15 01:00:00,OP013,Raphael Lefebvre,C,Night,37,0,338.3,37,96.85,5,Completed,DOCK-5,11,0
2026-04-15 01:00:00,OP015,Tom Roux,E,Night,35,0,431.4,70,99.9,3,Delayed,DOCK-7,0,8
2026-04-15 01:00:00,OP020,Mila Faure,E,Night,31,1,349.0,62,96.27,1,Completed,DOCK-4,2,1
2026-04-15 01:00:00,OP019,Noah Lambert,D,Night,35,0,320.8,105,96.83,1,Completed,DOCK-3,3,6
2026-04-15 01:00:00,OP004,Chloe Thomas,D,Night,40,0,493.1,80,99.9,5,Completed,DOCK-4,7,9
2026-04-15 02:00:00,OP010,Sarah Laurent,E,Night,34,1,470.5,34,98.43,3,Completed,DOCK-2,3,7
2026-04-15 02:00:00,OP008,Lea Durand,C,Night,35,0,445.6,35,97.12,5,Completed,DOCK-8,0,2
2026-04-15 02:00:00,OP014,Ines Leroy,D,Night,32,0,318.3,32,97.81,2,Completed,DOCK-6,8,3
2026-04-15 02:00:00,OP004,Chloe Thomas,D,Night,31,0,405.4,31,99.45,8,Completed,DOCK-4,11,6
2026-04-15 02:00:00,OP011,Adam Simon,A,Night,36,0,318.5,36,97.45,3,Completed,DOCK-3,2,9
2026-04-15 02:00:00,OP015,Tom Roux,E,Night,40,1,373.6,40,97.48,3,Completed,DOCK-7,8,11
2026-04-15 02:00:00,OP003,Hugo Dubois,C,Night,33,1,433.3,66,97.83,2,Completed,DOCK-3,4,11
2026-04-15 02:00:00,OP019,Noah Lambert,D,Night,37,0,429.7,111,97.44,3,Completed,DOCK-3,9,6
2026-04-15 02:00:00,OP012,Camille Michel,B,Night,32,0,381.1,64,98.39,2,Completed,DOCK-4,0,10
2026-04-15 03:00:00,OP003,Hugo Dubois,C,Night,28,1,259.6,28,98.71,5,Completed,DOCK-3,9,7
2026-04-15 03:00:00,OP004,Chloe Thomas,D,Night,46,0,446.4,138,98.15,5,Completed,DOCK-4,1,3
2026-04-15 03:00:00,OP010,Sarah Laurent,E,Night,38,1,414.7,114,96.82,1,Completed,DOCK-2,2,9
2026-04-15 03:00:00,OP009,Jules Moreau,D,Night,34,0,476.1,68,98.59,2,Delayed,DOCK-1,6,3
2026-04-15 03:00:00,OP016,Jade Fournier,A,Night,48,0,415.8,96,97.69,6,Delayed,DOCK-8,11,10
2026-04-15 03:00:00,OP017,Liam Girard,B,Night,34,0,391.6,34,97.66,4,Completed,DOCK-1,3,8
2026-04-15 03:00:00,OP006,Manon Richard,A,Night,29,0,370.4,29,98.74,1,Completed,DOCK-6,6,9
2026-04-15 03:00:00,OP012,Camille Michel,B,Night,30,0,425.1,90,97.17,5,Completed,DOCK-4,4,9
2026-04-15 03:00:00,OP008,Lea Durand,C,Night,25,0,233.7,75,97.19,3,Completed,DOCK-8,1,1
2026-04-15 03:00:00,OP005,Louis Robert,E,Night,35,0,464.5,70,98.68,6,Completed,DOCK-5,11,7
2026-04-15 03:00:00,OP019,Noah Lambert,D,Night,36,1,388.7,108,96.72,4,Completed,DOCK-3,11,9
2026-04-15 04:00:00,OP019,Noah Lambert,D,Night,30,0,268.3,90,97.16,1,Completed,DOCK-3,3,5
2026-04-15 04:00:00,OP001,Lucas Martin,A,Night,28,0,325.7,84,97.19,2,Completed,DOCK-1,8,9
2026-04-15 04:00:00,OP005,Louis Robert,E,Night,33,0,447.2,33,97.03,2,Completed,DOCK-5,2,3
2026-04-15 04:00:00,OP015,Tom Roux,E,Night,35,0,395.8,70,99.29,2,Completed,DOCK-7,7,0
2026-04-15 04:00:00,OP003,Hugo Dubois,C,Night,36,1,502.5,36,97.39,4,Completed,DOCK-3,3,3
2026-04-15 04:00:00,OP017,Liam Girard,B,Night,32,1,412.8,96,97.5,2,Completed,DOCK-1,0,2
2026-04-15 04:00:00,OP018,Lina Bonnet,C,Night,37,0,483.1,37,96.78,6,Completed,DOCK-2,8,3
2026-04-15 04:00:00,OP016,Jade Fournier,A,Night,33,2,476.6,33,97.87,5,Completed,DOCK-8,6,2
2026-04-15 04:00:00,OP002,Emma Bernard,B,Night,50,0,673.9,100,98.22,8,Completed,DOCK-2,6,8
2026-04-15 05:00:00,OP020,Mila Faure,E,Night,25,0,246.0,50,98.04,3,Delayed,DOCK-4,5,6
2026-04-15 05:00:00,OP002,Emma Bernard,B,Night,25,0,298.3,50,96.99,1,Completed,DOCK-2,1,2
2026-04-15 05:00:00,OP016,Jade Fournier,A,Night,27,0,266.4,27,98.11,1,Completed,DOCK-8,1,2
2026-04-15 05:00:00,OP009,Jules Moreau,D,Night,30,0,266.7,30,97.13,1,Delayed,DOCK-1,0,1
2026-04-15 05:00:00,OP003,Hugo Dubois,C,Night,25,0,278.9,25,98.97,2,Completed,DOCK-3,7,10
2026-04-15 05:00:00,OP007,Nathan Petit,B,Night,42,0,536.3,42,98.4,6,Completed,DOCK-7,7,7
2026-04-15 05:00:00,OP008,Lea Durand,C,Night,37,2,317.2,37,98.12,4,Delayed,DOCK-8,0,7
2026-04-15 05:00:00,OP019,Noah Lambert,D,Night,32,0,404.0,64,98.39,1,Completed,DOCK-3,8,4
2026-04-15 05:00:00,OP005,Louis Robert,E,Night,40,0,414.9,120,97.61,3,Completed,DOCK-5,7,11
2026-04-15 05:00:00,OP010,Sarah Laurent,E,Night,35,0,439.1,105,97.51,1,Completed,DOCK-2,1,3
2026-04-15 05:00:00,OP006,Manon Richard,A,Night,25,1,290.5,25,98.49,2,Delayed,DOCK-6,10,8
2026-04-15 05:00:00,OP001,Lucas Martin,A,Night,26,0,226.0,78,96.53,1,Completed,DOCK-1,7,5
2026-04-15 05:00:00,OP004,Chloe Thomas,D,Night,42,0,561.2,42,98.42,2,Completed,DOCK-4,9,4
2026-04-15 05:00:00,OP012,Camille Michel,B,Night,34,0,464.4,68,96.67,3,Completed,DOCK-4,4,7
2026-04-15 05:00:00,OP011,Adam Simon,A,Night,30,0,291.5,90,97.43,4,Completed,DOCK-3,7,8
2026-04-15 06:00:00,OP020,Mila Faure,E,Morning,74,2,687.1,74,97.29,8,Completed,DOCK-4,9,4
2026-04-15 06:00:00,OP018,Lina Bonnet,C,Morning,69,0,726.8,138,98.65,5,Completed,DOCK-2,3,11
2026-04-15 06:00:00,OP015,Tom Roux,E,Morning,73,0,767.8,73,98.32,7,Delayed,DOCK-7,11,11
2026-04-15 06:00:00,OP009,Jules Moreau,D,Morning,60,0,662.5,60,98.06,7,Completed,DOCK-1,3,6
2026-04-15 06:00:00,OP006,Manon Richard,A,Morning,67,0,690.7,67,97.85,5,Completed,DOCK-6,0,3
2026-04-15 06:00:00,OP003,Hugo Dubois,C,Morning,58,0,789.7,174,98.37,3,Completed,DOCK-3,6,1
2026-04-15 06:00:00,OP019,Noah Lambert,D,Morning,67,0,585.4,67,96.87,2,Completed,DOCK-3,3,2
2026-04-15 06:00:00,OP013,Raphael Lefebvre,C,Morning,69,0,950.6,69,98.25,7,Completed,DOCK-5,7,6
2026-04-15 06:00:00,OP011,Adam Simon,A,Morning,65,2,652.6,195,97.62,7,Delayed,DOCK-3,11,11
2026-04-15 06:00:00,OP016,Jade Fournier,A,Morning,68,1,602.0,68,97.33,5,Delayed,DOCK-8,3,10
2026-04-15 06:00:00,OP017,Liam Girard,B,Morning,64,0,769.7,128,97.16,5,Delayed,DOCK-1,8,11
2026-04-15 06:00:00,OP010,Sarah Laurent,E,Morning,82,3,1163.2,82,97.75,7,Completed,DOCK-2,1,7
2026-04-15 06:00:00,OP001,Lucas Martin,A,Morning,57,2,690.5,114,96.96,2,Completed,DOCK-1,10,5
2026-04-15 06:00:00,OP005,Louis Robert,E,Morning,68,1,922.5,68,98.19,8,Completed,DOCK-5,1,0
2026-04-15 07:00:00,OP009,Jules Moreau,D,Morning,69,1,709.4,207,96.88,4,Completed,DOCK-1,0,2
2026-04-15 07:00:00,OP008,Lea Durand,C,Morning,61,1,657.2,122,98.48,8,Completed,DOCK-8,5,6
2026-04-15 07:00:00,OP002,Emma Bernard,B,Morning,66,1,762.0,66,96.97,7,Completed,DOCK-2,8,9
2026-04-15 07:00:00,OP005,Louis Robert,E,Morning,68,0,716.3,136,99.35,4,Completed,DOCK-5,2,11
2026-04-15 07:00:00,OP019,Noah Lambert,D,Morning,60,1,620.7,120,97.5,2,Completed,DOCK-3,3,11
2026-04-15 07:00:00,OP018,Lina Bonnet,C,Morning,68,0,776.3,204,99.15,6,Completed,DOCK-2,0,2
2026-04-15 07:00:00,OP010,Sarah Laurent,E,Morning,70,0,668.3,70,96.76,2,Completed,DOCK-2,9,8
2026-04-15 07:00:00,OP015,Tom Roux,E,Morning,71,3,692.5,71,99.9,7,Completed,DOCK-7,9,4
2026-04-15 08:00:00,OP010,Sarah Laurent,E,Morning,70,1,640.1,140,99.14,4,Completed,DOCK-2,10,1
2026-04-15 08:00:00,OP007,Nathan Petit,B,Morning,66,1,653.9,132,98.62,6,Completed,DOCK-7,6,1
2026-04-15 08:00:00,OP004,Chloe Thomas,D,Morning,58,0,539.6,116,97.68,2,Completed,DOCK-4,8,3
2026-04-15 08:00:00,OP009,Jules Moreau,D,Morning,73,0,948.2,219,98.36,3,Completed,DOCK-1,2,11
2026-04-15 08:00:00,OP018,Lina Bonnet,C,Morning,67,0,619.3,134,98.84,9,Cancelled,DOCK-2,6,5
2026-04-15 08:00:00,OP001,Lucas Martin,A,Morning,60,1,604.8,180,97.92,5,Completed,DOCK-1,0,1
2026-04-15 08:00:00,OP006,Manon Richard,A,Morning,59,1,540.7,177,96.97,5,Completed,DOCK-6,7,8
2026-04-15 08:00:00,OP002,Emma Bernard,B,Morning,67,0,799.3,67,97.81,10,Completed,DOCK-2,10,6
2026-04-15 08:00:00,OP020,Mila Faure,E,Morning,50,1,452.1,100,96.32,8,Completed,DOCK-4,7,3
2026-04-15 08:00:00,OP019,Noah Lambert,D,Morning,64,0,687.4,64,97.54,3,Completed,DOCK-3,10,4
2026-04-15 08:00:00,OP013,Raphael Lefebvre,C,Morning,79,0,995.2,237,98.78,8,Completed,DOCK-5,3,1
2026-04-15 08:00:00,OP003,Hugo Dubois,C,Morning,59,1,525.8,59,97.87,11,Completed,DOCK-3,8,0
2026-04-15 09:00:00,OP009,Jules Moreau,D,Morning,50,0,707.8,100,98.01,3,Completed,DOCK-1,11,5
2026-04-15 09:00:00,OP012,Camille Michel,B,Morning,68,1,965.6,68,98.59,2,Completed,DOCK-4,3,9
2026-04-15 09:00:00,OP018,Lina Bonnet,C,Morning,68,1,884.4,136,98.76,5,Completed,DOCK-2,9,4
2026-04-15 09:00:00,OP017,Liam Girard,B,Morning,62,2,761.8,124,97.93,4,Completed,DOCK-1,7,3
2026-04-15 09:00:00,OP003,Hugo Dubois,C,Morning,60,1,667.3,60,98.94,5,Completed,DOCK-3,6,6
2026-04-15 09:00:00,OP015,Tom Roux,E,Morning,72,0,804.4,72,99.27,6,Completed,DOCK-7,8,10
2026-04-15 09:00:00,OP014,Ines Leroy,D,Morning,62,0,709.9,124,97.05,5,Completed,DOCK-6,5,5
2026-04-15 09:00:00,OP020,Mila Faure,E,Morning,50,1,530.4,100,97.59,5,Completed,DOCK-4,6,9
2026-04-15 09:00:00,OP016,Jade Fournier,A,Morning,66,1,896.2,66,98.46,7,Completed,DOCK-8,11,8
2026-04-15 09:00:00,OP007,Nathan Petit,B,Morning,70,2,998.0,140,99.23,6,Completed,DOCK-7,2,9
2026-04-15 09:00:00,OP004,Chloe Thomas,D,Morning,69,0,763.9,207,97.63,7,Completed,DOCK-4,4,8
2026-04-15 09:00:00,OP001,Lucas Martin,A,Morning,54,1,612.0,162,98.93,5,Completed,DOCK-1,9,4
2026-04-15 09:00:00,OP002,Emma Bernard,B,Morning,70,1,812.0,140,98.88,2,Completed,DOCK-2,0,11
2026-04-15 10:00:00,OP020,Mila Faure,E,Morning,64,0,695.0,64,98.21,8,Completed,DOCK-4,9,11
2026-04-15 10:00:00,OP019,Noah Lambert,D,Morning,57,0,532.2,57,97.34,2,Completed,DOCK-3,10,6
2026-04-15 10:00:00,OP003,Hugo Dubois,C,Morning,62,0,679.6,124,97.56,5,Completed,DOCK-3,2,6
2026-04-15 10:00:00,OP004,Chloe Thomas,D,Morning,81,1,718.3,243,98.92,5,Completed,DOCK-4,2,10
2026-04-15 10:00:00,OP017,Liam Girard,B,Morning,66,0,743.2,198,98.05,6,Completed,DOCK-1,2,2
2026-04-15 10:00:00,OP013,Raphael Lefebvre,C,Morning,59,0,836.0,118,98.02,5,Completed,DOCK-5,5,7
2026-04-15 10:00:00,OP018,Lina Bonnet,C,Morning,67,0,673.9,134,98.45,3,Completed,DOCK-2,9,8
2026-04-15 10:00:00,OP009,Jules Moreau,D,Morning,55,1,776.0,110,99.15,6,Completed,DOCK-1,4,9
2026-04-15 10:00:00,OP008,Lea Durand,C,Morning,63,1,547.9,63,99.03,9,Delayed,DOCK-8,7,1
2026-04-15 11:00:00,OP007,Nathan Petit,B,Morning,70,0,769.2,140,99.1,5,Completed,DOCK-7,5,2
2026-04-15 11:00:00,OP020,Mila Faure,E,Morning,61,0,868.3,183,97.25,5,Completed,DOCK-4,11,2
2026-04-15 11:00:00,OP010,Sarah Laurent,E,Morning,68,1,843.1,204,97.9,4,Completed,DOCK-2,9,2
2026-04-15 11:00:00,OP017,Liam Girard,B,Morning,61,0,542.0,61,97.77,9,Completed,DOCK-1,9,8
2026-04-15 11:00:00,OP009,Jules Moreau,D,Morning,54,0,548.0,54,97.25,1,Completed,DOCK-1,4,2
2026-04-15 11:00:00,OP006,Manon Richard,A,Morning,68,1,827.0,136,97.03,6,Cancelled,DOCK-6,11,5
2026-04-15 11:00:00,OP016,Jade Fournier,A,Morning,62,2,548.4,124,98.67,6,Completed,DOCK-8,3,10
2026-04-15 11:00:00,OP011,Adam Simon,A,Morning,62,1,898.8,124,98.02,5,Completed,DOCK-3,0,6
2026-04-15 11:00:00,OP001,Lucas Martin,A,Morning,60,0,707.4,60,96.37,2,Completed,DOCK-1,2,1
2026-04-15 12:00:00,OP014,Ines Leroy,D,Morning,58,1,736.0,116,98.42,3,Completed,DOCK-6,3,4
2026-04-15 12:00:00,OP003,Hugo Dubois,C,Morning,55,0,605.5,165,98.56,7,Completed,DOCK-3,8,1
